type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),3776.0,11347.0,13392.0,12225.0,11689.0,8269.0,7144.0,4948.0,4246.0,4593.0
Councillors,47477.0,51605.0,52758.0,50901.0,51116.0,45611.0,43709.0,41494.0,39910.0,40240.0
Lords,3542.0,4664.0,5414.0,5883.0,6561.0,5829.0,6834.0,5842.0,6351.0,7601.0
MEP,25017.0,32050.0,37974.0,41646.0,47721.0,47414.0,49300.0,47478.0,49894.0,51747.0
MP,77713.0,92572.0,104693.0,115798.0,123614.0,126421.0,130439.0,133974.0,137051.0,141919.0
