type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),697.0,3723.0,5398.0,6494.0,7458.0,7518.0,6793.0,7704.0,11100.0,24744.0
Councillors,38550.0,41602.0,42345.0,40959.0,42084.0,43157.0,44393.0,45092.0,53445.0,73194.0
Lords,2914.0,3683.0,4027.0,4309.0,5230.0,5794.0,5925.0,6489.0,8053.0,12097.0
MEP,20301.0,26042.0,29348.0,33971.0,38697.0,41810.0,47245.0,51207.0,60954.0,80666.0
MP,65687.0,77524.0,89024.0,96896.0,107758.0,118006.0,130030.0,140685.0,158220.0,200364.0
