type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),417.0,2437.0,6622.0,9081.0,11214.0,10688.0,9423.0,10338.0,9159.0,12250.0
Councillors,44949.0,45554.0,48076.0,49993.0,48751.0,46954.0,45548.0,45074.0,42413.0,47509.0
Lords,3834.0,4154.0,5500.0,5277.0,5603.0,6119.0,5966.0,6411.0,6995.0,8662.0
MEP,25882.0,29759.0,35603.0,40075.0,40532.0,45326.0,47020.0,50582.0,54905.0,60557.0
MP,80490.0,90996.0,101499.0,111558.0,116385.0,123531.0,127917.0,133527.0,144826.0,153465.0
