type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,7552.0,7280.0,6823.0,7763.0,7685.0,8242.0,7934.0,8768.0,10251.0,13752.0
Lords,252.0,267.0,245.0,314.0,305.0,324.0,497.0,524.0,502.0,681.0
MEP,2432.0,2449.0,2287.0,3065.0,3589.0,4154.0,4262.0,5043.0,5320.0,6346.0
MP,4358.0,4681.0,4885.0,6383.0,6810.0,7865.0,8592.0,9727.0,10329.0,12427.0
MSP,6992.0,7342.0,6866.0,9825.0,10597.0,12045.0,13304.0,14272.0,16519.0,20562.0
