type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),1971.0,2202.0,1928.0,1953.0,2293.0,2479.0,3319.0,2577.0,2953.0,3148.0
Councillors,1896.0,2148.0,1941.0,1734.0,1800.0,2014.0,1647.0,1864.0,1635.0,1397.0
Lords,242.0,279.0,237.0,188.0,251.0,261.0,309.0,356.0,347.0,319.0
MEP,996.0,1216.0,1010.0,1079.0,1172.0,1367.0,1580.0,1743.0,1861.0,1969.0
MP,3727.0,3981.0,3777.0,3567.0,4484.0,5039.0,5811.0,5588.0,6223.0,6434.0
