type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),78.0,1469.0,3812.0,5820.0,8354.0,10582.0,10976.0,11416.0,13158.0,15964.0
Councillors,37394.0,40371.0,42104.0,43189.0,44527.0,46485.0,48307.0,49798.0,52773.0,59873.0
Lords,3021.0,3647.0,4379.0,5089.0,5279.0,5946.0,6378.0,7062.0,8304.0,9416.0
MEP,21187.0,26218.0,31028.0,34971.0,41116.0,44396.0,48475.0,55029.0,60220.0,67601.0
MP,66676.0,80345.0,92060.0,101483.0,114094.0,120680.0,133429.0,143828.0,154278.0,177321.0
