gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,2018.0,2176.0,2536.0,2668.0,3119.0,2743.0,3076.0,3296.0,3190.0,3720.0
Male Representatives,4579.0,5124.0,5577.0,6412.0,7280.0,7488.0,7819.0,9330.0,7727.0,9105.0
