year,1,2,3,4,5,6,7,8,9,10
2007,1933.0,1260.0,1175.0,1291.0,1381.0,1224.0,1413.0,1700.0,1638.0,1876.0
2008,1968.0,1552.0,1328.0,1472.0,1585.0,1294.0,1672.0,1790.0,1953.0,2478.0
2009,2431.0,2020.0,1918.0,2016.0,1943.0,1882.0,2189.0,2233.0,2447.0,2897.0
2010,2355.0,1879.0,1803.0,1981.0,1753.0,1724.0,2363.0,2315.0,2825.0,3128.0
2011,2485.0,1970.0,1900.0,2254.0,1851.0,2044.0,2011.0,2096.0,2553.0,3438.0
2012,2019.0,1612.0,1942.0,1779.0,1845.0,1808.0,2142.0,2216.0,2603.0,3354.0
2013,2476.0,1978.0,1765.0,2094.0,1689.0,1707.0,2072.0,2046.0,2560.0,2971.0
2014,2321.0,1614.0,1558.0,1708.0,1494.0,1797.0,1781.0,1820.0,2270.0,2709.0
2015,2776.0,2031.0,1746.0,1974.0,1875.0,2123.0,2120.0,1995.0,2609.0,3391.0
2016,2641.0,1723.0,1490.0,1876.0,1727.0,2110.0,1902.0,2394.0,2352.0,2902.0
2017,2882.0,2115.0,2224.0,2089.0,1806.0,1832.0,2081.0,2207.0,2457.0,3058.0
2018,3017.0,1566.0,1598.0,1887.0,1620.0,1642.0,2011.0,1680.0,2229.0,2676.0
2019,3844.0,2074.0,1980.0,2244.0,1836.0,1870.0,2580.0,2336.0,2689.0,3448.0
2020,6638.0,4543.0,4201.0,4166.0,3907.0,4450.0,4608.0,5226.0,6021.0,7771.0
